id,passResult
1267_2018102803,I
1315_2018102803,C
1339_2018102803,I
1361_2018102803,C
1438_2018102803,C
1462_2018102803,C
1495_2018102803,I
1538_2018102803,S
1596_2018102803,C
1641_2018102803,C
1723_2018102803,S
1753_2018102803,C
1818_2018102803,I
1840_2018102803,I
1888_2018102803,C
2004_2018102803,C
2092_2018102803,C
2133_2018102803,S
2156_2018102803,C
2180_2018102803,I
2209_2018102803,I
2231_2018102803,C
2260_2018102803,I
2282_2018102803,C
2323_2018102803,C
2351_2018102803,I
2373_2018102803,I
2395_2018102803,I
2515_2018102803,I
2537_2018102803,C
2561_2018102803,I
2615_2018102803,I
2649_2018102803,S
2668_2018102803,C
2692_2018102803,C
2725_2018102803,C
2777_2018102803,C
2900_2018102803,I
2947_2018102803,I
2987_2018102803,I
3051_2018102803,I
3119_2018102803,IN
3166_2018102803,C
3301_2018102803,S
3320_2018102803,IN
3403_2018102803,C
3462_2018102803,C
3556_2018102803,C
3672_2018102803,C
3696_2018102803,I
3748_2018102803,C
3804_2018102803,C
3869_2018102803,S
3888_2018102803,C
3991_2018102803,I
4030_2018102803,C
4109_2018102803,C
4175_2018102803,C
4253_2018102803,S
4289_2018102803,I
4330_2018102803,C
4354_2018102803,I
4385_2018102803,C
4420_2018102803,C
4449_2018102803,I
4471_2018102803,C
4495_2018102803,C
4541_2018102803,S
4560_2018102803,I
4599_2018102803,C
4673_2018102803,C
4697_2018102803,I
4757_2018102803,C
4781_2018102803,I
4803_2018102803,C
146_2018102804,C
170_2018102804,C
221_2018102804,S
348_2018102804,C
414_2018102804,C
459_2018102804,C
530_2018102804,C
554_2018102804,I
576_2018102804,I
598_2018102804,C
704_2018102804,C
830_2018102804,C
901_2018102804,C
930_2018102804,C
956_2018102804,C
1027_2018102804,C
1128_2018102804,I
1150_2018102804,I
1235_2018102804,C
1349_2018102804,C
1373_2018102804,C
1475_2018102804,I
1567_2018102804,C
1662_2018102804,C
1686_2018102804,I
1708_2018102804,I
1730_2018102804,S
1869_2018102804,C
1922_2018102804,C
1946_2018102804,S
2039_2018102804,C
2133_2018102804,I
2176_2018102804,I
2267_2018102804,C
2291_2018102804,C
2320_2018102804,I
2346_2018102804,C
2396_2018102804,C
2425_2018102804,I
2516_2018102804,C
2641_2018102804,C
2810_2018102804,I
2832_2018102804,C
2856_2018102804,C
2885_2018102804,C
2912_2018102804,C
2936_2018102804,C
2960_2018102804,I
2993_2018102804,C
3017_2018102804,C
3041_2018102804,I
3063_2018102804,C
3213_2018102804,C
3237_2018102804,C
3265_2018102804,I
3287_2018102804,S
3337_2018102804,S
3400_2018102804,C
3424_2018102804,C
3448_2018102804,I
3481_2018102804,C
3505_2018102804,I
3548_2018102804,IN
3867_2018102804,C
72_2018102805,I
194_2018102805,I
313_2018102805,C
337_2018102805,C
387_2018102805,I
471_2018102805,C
495_2018102805,C
552_2018102805,I
586_2018102805,I
622_2018102805,I
644_2018102805,C
689_2018102805,C
736_2018102805,I
758_2018102805,C
874_2018102805,C
983_2018102805,C
1023_2018102805,C
1079_2018102805,C
1103_2018102805,I
1136_2018102805,I
1248_2018102805,C
1272_2018102805,C
1327_2018102805,C
1392_2018102805,C
1463_2018102805,S
1503_2018102805,S
1569_2018102805,C
1593_2018102805,C
1617_2018102805,C
1652_2018102805,C
1798_2018102805,C
1892_2018102805,C
1916_2018102805,I
1947_2018102805,I
1969_2018102805,C
2151_2018102805,I
2182_2018102805,C
2227_2018102805,C
2295_2018102805,I
2317_2018102805,C
2352_2018102805,C
2461_2018102805,C
2485_2018102805,C
2546_2018102805,S
2592_2018102805,I
2614_2018102805,C
2642_2018102805,C
2683_2018102805,C
2771_2018102805,C
2816_2018102805,C
2861_2018102805,C
2911_2018102805,C
2935_2018102805,I
2957_2018102805,I
3017_2018102805,C
3080_2018102805,C
3115_2018102805,IN
3237_2018102805,S
3303_2018102805,C
3332_2018102805,C
3377_2018102805,I
3491_2018102805,IN
3517_2018102805,S
3549_2018102805,I
3587_2018102805,C
3651_2018102805,S
3692_2018102805,C
3800_2018102805,S
3864_2018102805,C
3888_2018102805,C
3912_2018102805,I
3934_2018102805,C
3958_2018102805,C
3982_2018102805,C
4015_2018102805,C
4039_2018102805,I
4078_2018102805,I
4282_2018102805,C
51_2018102806,C
75_2018102806,I
97_2018102806,C
142_2018102806,C
279_2018102806,C
345_2018102806,C
387_2018102806,C
415_2018102806,C
460_2018102806,C
484_2018102806,C
638_2018102806,C
717_2018102806,C
785_2018102806,C
841_2018102806,S
877_2018102806,C
946_2018102806,C
1034_2018102806,C
1062_2018102806,C
1111_2018102806,C
1135_2018102806,C
1180_2018102806,C
1225_2018102806,C
1270_2018102806,IN
1317_2018102806,I
1392_2018102806,C
1416_2018102806,I
1438_2018102806,I
1477_2018102806,C
1538_2018102806,I
1560_2018102806,C
1584_2018102806,C
1667_2018102806,I
1689_2018102806,C
1730_2018102806,C
1812_2018102806,I
1834_2018102806,C
1858_2018102806,I
1905_2018102806,S
1977_2018102806,C
2006_2018102806,C
2051_2018102806,S
2109_2018102806,I
2131_2018102806,C
2176_2018102806,C
2200_2018102806,I
2292_2018102806,I
2314_2018102806,S
2382_2018102806,I
2425_2018102806,C
2470_2018102806,I
2492_2018102806,I
2552_2018102806,I
2581_2018102806,S
2600_2018102806,IN
2647_2018102806,C
2719_2018102806,C
2771_2018102806,I
2793_2018102806,C
2839_2018102806,C
2863_2018102806,I
2932_2018102806,C
3021_2018102806,C
3086_2018102806,C
3110_2018102806,I
3132_2018102806,S
3151_2018102806,C
3253_2018102806,I
3329_2018102806,I
3414_2018102806,I
3456_2018102806,I
3478_2018102806,C
3511_2018102806,I
3565_2018102806,I
3587_2018102806,I
3786_2018102806,I
3808_2018102806,S
3827_2018102806,C
3856_2018102806,C
3903_2018102806,C
3944_2018102806,C
3968_2018102806,C
4015_2018102806,I
4037_2018102806,C
4061_2018102806,I
4083_2018102806,C
4107_2018102806,I
4129_2018102806,C
4153_2018102806,I
4175_2018102806,C
4216_2018102806,C
69_2018102807,C
101_2018102807,C
151_2018102807,I
177_2018102807,C
222_2018102807,C
246_2018102807,C
270_2018102807,C
367_2018102807,C
404_2018102807,C
460_2018102807,C
520_2018102807,I
546_2018102807,C
592_2018102807,I
625_2018102807,I
829_2018102807,I
855_2018102807,I
966_2018102807,S
1032_2018102807,C
1099_2018102807,I
1125_2018102807,C
1169_2018102807,I
1191_2018102807,C
1215_2018102807,C
1239_2018102807,I
1261_2018102807,C
1290_2018102807,C
1341_2018102807,C
1475_2018102807,I
1497_2018102807,IN
1576_2018102807,C
1621_2018102807,C
1645_2018102807,C
1669_2018102807,C
1782_2018102807,I
1888_2018102807,C
2032_2018102807,C
2077_2018102807,C
2202_2018102807,I
2224_2018102807,C
2248_2018102807,C
2272_2018102807,I
2294_2018102807,C
2318_2018102807,I
2344_2018102807,C
2461_2018102807,I
2512_2018102807,C
2559_2018102807,I
2585_2018102807,I
2702_2018102807,I
2760_2018102807,C
2784_2018102807,I
2840_2018102807,S
2870_2018102807,C
3013_2018102807,C
3092_2018102807,S
3143_2018102807,I
3188_2018102807,C
3212_2018102807,I
3243_2018102807,C
3284_2018102807,C
3329_2018102807,I
3396_2018102807,C
3420_2018102807,C
3444_2018102807,S
3493_2018102807,C
3546_2018102807,I
3640_2018102807,C
3669_2018102807,I
4006_2018102807,C
4047_2018102807,C
4071_2018102807,C
4095_2018102807,C
4119_2018102807,C
4148_2018102807,I
4170_2018102807,C
4194_2018102807,I
4216_2018102807,C
58_2018102808,C
157_2018102808,C
181_2018102808,C
205_2018102808,C
296_2018102808,C
352_2018102808,I
374_2018102808,C
398_2018102808,I
445_2018102808,C
469_2018102808,C
520_2018102808,C
544_2018102808,R
582_2018102808,C
659_2018102808,C
763_2018102808,C
791_2018102808,C
906_2018102808,I
917_2018102808,I
968_2018102808,C
1000_2018102808,C
1073_2018102808,C
1171_2018102808,I
1218_2018102808,C
1263_2018102808,C
1330_2018102808,C
1443_2018102808,C
1534_2018102808,I
1600_2018102808,C
1656_2018102808,I
1678_2018102808,C
1749_2018102808,C
1923_2018102808,I
1962_2018102808,I
2036_2018102808,C
2166_2018102808,C
2190_2018102808,C
2525_2018102808,C
2600_2018102808,C
2624_2018102808,C
2680_2018102808,C
2725_2018102808,C
2791_2018102808,C
2837_2018102808,C
2893_2018102808,I
2947_2018102808,I
3002_2018102808,C
3057_2018102808,C
3134_2018102808,C
3223_2018102808,I
3330_2018102808,C
3354_2018102808,I
3416_2018102808,C
3440_2018102808,C
3517_2018102808,C
3584_2018102808,C
3842_2018102808,I
3864_2018102808,C
3888_2018102808,I
3910_2018102808,C
3972_2018102808,C
4013_2018102808,I
117_2018102809,S
176_2018102809,I
198_2018102809,C
269_2018102809,C
298_2018102809,C
480_2018102809,S
499_2018102809,I
521_2018102809,I
579_2018102809,I
622_2018102809,I
766_2018102809,S
886_2018102809,C
932_2018102809,C
977_2018102809,I
1010_2018102809,C
1034_2018102809,S
1053_2018102809,C
1077_2018102809,C
1101_2018102809,I
1123_2018102809,I
1256_2018102809,C
1303_2018102809,I
1368_2018102809,I
1547_2018102809,C
1571_2018102809,I
1642_2018102809,C
1666_2018102809,S
1706_2018102809,C
1747_2018102809,C
1821_2018102809,I
1847_2018102809,S
2027_2018102809,I
2123_2018102809,C
2168_2018102809,I
2310_2018102809,I
2349_2018102809,C
2423_2018102809,I
2445_2018102809,I
2467_2018102809,C
2523_2018102809,I
2545_2018102809,C
2622_2018102809,C
2667_2018102809,I
2689_2018102809,I
2757_2018102809,C
2874_2018102809,C
3027_2018102809,C
3072_2018102809,C
3099_2018102809,C
3134_2018102809,I
3156_2018102809,C
3222_2018102809,C
3299_2018102809,C
3344_2018102809,I
3387_2018102809,I
3533_2018102809,C
3707_2018102809,S
3761_2018102809,I
3783_2018102809,I
3805_2018102809,C
3846_2018102809,C
3870_2018102809,I
3892_2018102809,C
3916_2018102809,I
3961_2018102809,C
3985_2018102809,C
4026_2018102809,I
4048_2018102809,C
4072_2018102809,C
4121_2018102809,I
4143_2018102809,C
4172_2018102809,C
4235_2018102809,C
4276_2018102809,I
4298_2018102809,I
93_2018102810,C
117_2018102810,I
160_2018102810,S
256_2018102810,C
332_2018102810,S
390_2018102810,I
412_2018102810,C
436_2018102810,C
506_2018102810,I
588_2018102810,C
637_2018102810,C
661_2018102810,I
683_2018102810,I
705_2018102810,S
749_2018102810,C
952_2018102810,C
976_2018102810,C
1005_2018102810,I
1050_2018102810,S
1088_2018102810,C
1133_2018102810,I
1243_2018102810,C
1271_2018102810,I
1305_2018102810,I
1327_2018102810,I
1394_2018102810,C
1418_2018102810,C
1480_2018102810,I
1502_2018102810,I
1570_2018102810,I
1592_2018102810,C
1616_2018102810,I
1693_2018102810,I
1818_2018102810,C
1847_2018102810,C
1930_2018102810,C
2049_2018102810,C
2208_2018102810,I
2230_2018102810,I
2271_2018102810,C
2316_2018102810,C
2340_2018102810,C
2364_2018102810,C
2388_2018102810,C
2417_2018102810,I
2439_2018102810,S
2513_2018102810,I
2535_2018102810,I
2557_2018102810,C
2638_2018102810,C
2726_2018102810,I
2748_2018102810,I
2789_2018102810,C
2834_2018102810,I
2856_2018102810,C
2880_2018102810,S
2934_2018102810,C
2989_2018102810,C
3066_2018102810,I
3105_2018102810,C
3129_2018102810,I
3263_2018102810,C
3287_2018102810,C
3369_2018102810,C
3427_2018102810,C
3451_2018102810,C
3481_2018102810,C
3505_2018102810,C
3529_2018102810,C
3649_2018102810,I
3688_2018102810,S
3735_2018102810,I
3795_2018102810,S
3856_2018102810,I
79_2018102811,C
103_2018102811,C
192_2018102811,C
280_2018102811,C
349_2018102811,C
394_2018102811,I
522_2018102811,C
546_2018102811,C
605_2018102811,C
650_2018102811,I
691_2018102811,I
717_2018102811,C
778_2018102811,C
803_2018102811,C
827_2018102811,C
897_2018102811,C
938_2018102811,C
962_2018102811,C
1007_2018102811,C
1031_2018102811,I
1119_2018102811,C
1143_2018102811,C
1188_2018102811,C
1277_2018102811,I
1333_2018102811,C
1389_2018102811,S
1429_2018102811,C
1520_2018102811,I
1542_2018102811,IN
1627_2018102811,C
1651_2018102811,I
1673_2018102811,I
1695_2018102811,C
1719_2018102811,I
1752_2018102811,C
1782_2018102811,C
1834_2018102811,C
2008_2018102811,C
2057_2018102811,I
2079_2018102811,C
2103_2018102811,I
2167_2018102811,C
2217_2018102811,C
2241_2018102811,I
2284_2018102811,I
2351_2018102811,S
2441_2018102811,C
2486_2018102811,IN
2567_2018102811,C
2633_2018102811,S
2713_2018102811,C
2742_2018102811,C
2804_2018102811,C
2903_2018102811,C
3007_2018102811,C
3092_2018102811,C
3119_2018102811,C
3164_2018102811,C
3188_2018102811,C
3212_2018102811,I
3234_2018102811,S
3259_2018102811,C
3283_2018102811,C
3307_2018102811,I
3340_2018102811,I
3362_2018102811,C
3407_2018102811,C
3517_2018102811,C
3716_2018102811,C
3740_2018102811,C
3764_2018102811,C
3788_2018102811,I
3810_2018102811,C
80_2018102900,I
106_2018102900,C
160_2018102900,I
182_2018102900,I
256_2018102900,C
339_2018102900,I
365_2018102900,I
408_2018102900,C
445_2018102900,C
473_2018102900,C
506_2018102900,C
534_2018102900,I
560_2018102900,C
613_2018102900,I
639_2018102900,C
689_2018102900,C
764_2018102900,S
804_2018102900,I
954_2018102900,C
1024_2018102900,I
1050_2018102900,C
1120_2018102900,I
1238_2018102900,C
1266_2018102900,I
1315_2018102900,C
1364_2018102900,C
1392_2018102900,C
1491_2018102900,I
1538_2018102900,C
1585_2018102900,C
1609_2018102900,I
1678_2018102900,C
1703_2018102900,C
1727_2018102900,S
1750_2018102900,I
1772_2018102900,C
1893_2018102900,C
1922_2018102900,I
1973_2018102900,C
2023_2018102900,C
2068_2018102900,C
2192_2018102900,C
2216_2018102900,C
2248_2018102900,C
2276_2018102900,C
2300_2018102900,I
2322_2018102900,I
2507_2018102900,C
2551_2018102900,C
2604_2018102900,I
2630_2018102900,I
2763_2018102900,C
2847_2018102900,I
2902_2018102900,C
2986_2018102900,C
3024_2018102900,C
3064_2018102900,C
3134_2018102900,I
3156_2018102900,I
3244_2018102900,S
3284_2018102900,C
3386_2018102900,I
3408_2018102900,I
3512_2018102900,C
3540_2018102900,I
3620_2018102900,I
3665_2018102900,C
3732_2018102900,C
3756_2018102900,C
3809_2018102900,I
3835_2018102900,C
3910_2018102900,C
4057_2018102900,C
4090_2018102900,C
4118_2018102900,C
4150_2018102900,I
4176_2018102900,C
4204_2018102900,C
4232_2018102900,I
4254_2018102900,I
4364_2018102900,IN
4422_2018102900,C
4454_2018102900,C
4487_2018102900,C
4536_2018102900,I
4579_2018102900,I
4720_2018102900,I
4746_2018102900,C
4784_2018102900,C
4812_2018102900,S
4848_2018102900,S
4888_2018102900,C
4928_2018102900,C
51_2018110100,C
75_2018110100,C
130_2018110100,C
184_2018110100,C
236_2018110100,S
289_2018110100,I
311_2018110100,C
387_2018110100,C
467_2018110100,C
516_2018110100,C
604_2018110100,S
623_2018110100,I
707_2018110100,C
731_2018110100,C
784_2018110100,C
808_2018110100,I
834_2018110100,C
904_2018110100,C
976_2018110100,I
998_2018110100,C
1058_2018110100,I
1131_2018110100,C
1159_2018110100,C
1224_2018110100,C
1253_2018110100,S
1293_2018110100,C
1361_2018110100,I
1420_2018110100,I
1451_2018110100,C
1519_2018110100,I
1541_2018110100,C
1565_2018110100,C
1639_2018110100,S
1753_2018110100,C
1798_2018110100,C
1866_2018110100,I
1888_2018110100,I
2056_2018110100,C
2105_2018110100,C
2191_2018110100,S
2210_2018110100,C
2294_2018110100,C
2417_2018110100,I
2451_2018110100,C
2475_2018110100,S
2706_2018110100,C
2730_2018110100,C
2858_2018110100,C
2945_2018110100,S
3044_2018110100,I
3290_2018110100,C
3523_2018110100,I
3593_2018110100,S
3612_2018110100,C
3657_2018110100,I
51_2018110400,I
94_2018110400,C
205_2018110400,I
231_2018110400,I
271_2018110400,C
342_2018110400,I
364_2018110400,I
457_2018110400,C
481_2018110400,C
576_2018110400,I
640_2018110400,I
705_2018110400,I
727_2018110400,C
756_2018110400,C
780_2018110400,C
809_2018110400,C
874_2018110400,I
896_2018110400,C
920_2018110400,C
998_2018110400,C
1081_2018110400,C
1135_2018110400,I
1157_2018110400,C
1181_2018110400,I
1203_2018110400,C
1275_2018110400,C
1299_2018110400,I
1338_2018110400,C
1383_2018110400,C
1407_2018110400,C
1472_2018110400,I
1505_2018110400,C
1554_2018110400,I
1656_2018110400,I
1678_2018110400,C
1702_2018110400,C
1726_2018110400,C
1750_2018110400,I
1827_2018110400,I
1861_2018110400,I
1902_2018110400,C
1926_2018110400,I
1971_2018110400,C
1995_2018110400,C
2055_2018110400,C
2152_2018110400,I
2195_2018110400,I
2332_2018110400,I
2363_2018110400,C
2408_2018110400,I
2447_2018110400,C
2513_2018110400,C
2547_2018110400,C
2571_2018110400,I
2593_2018110400,C
2638_2018110400,C
2715_2018110400,C
2739_2018110400,C
2768_2018110400,C
2792_2018110400,C
2816_2018110400,C
2849_2018110400,C
2873_2018110400,I
2895_2018110400,C
2930_2018110400,I
2952_2018110400,I
2974_2018110400,I
3081_2018110400,C
3105_2018110400,I
3181_2018110400,S
3200_2018110400,C
3241_2018110400,C
3322_2018110400,C
3392_2018110400,C
3445_2018110400,C
3495_2018110400,I
3517_2018110400,C
3545_2018110400,I
3588_2018110400,I
3644_2018110400,I
3666_2018110400,I
3699_2018110400,C
3723_2018110400,I
3772_2018110400,C
3796_2018110400,I
3818_2018110400,C
3842_2018110400,C
3956_2018110400,C
4039_2018110400,C
4156_2018110400,S
4221_2018110400,I
4243_2018110400,S
4308_2018110400,C
4347_2018110400,C
107_2018110401,I
154_2018110401,C
182_2018110401,C
231_2018110401,S
279_2018110401,C
333_2018110401,C
366_2018110401,I
537_2018110401,C
565_2018110401,C
683_2018110401,C
803_2018110401,I
921_2018110401,C
1124_2018110401,C
1173_2018110401,I
1195_2018110401,I
1265_2018110401,C
1293_2018110401,I
1344_2018110401,C
1414_2018110401,C
1519_2018110401,IN
1553_2018110401,I
1575_2018110401,C
1614_2018110401,C
1708_2018110401,I
1753_2018110401,C
1809_2018110401,IN
2123_2018110401,C
2201_2018110401,C
2244_2018110401,C
2325_2018110401,C
2396_2018110401,C
2441_2018110401,I
2478_2018110401,I
2521_2018110401,C
2683_2018110401,I
2713_2018110401,C
2741_2018110401,C
2769_2018110401,C
2797_2018110401,C
2825_2018110401,C
2853_2018110401,C
2913_2018110401,C
2937_2018110401,I
2963_2018110401,I
3027_2018110401,I
3064_2018110401,C
3144_2018110401,C
3252_2018110401,I
3300_2018110401,IN
3372_2018110401,C
3421_2018110401,C
3445_2018110401,S
3489_2018110401,I
3536_2018110401,C
3615_2018110401,I
3641_2018110401,IN
3768_2018110401,I
3828_2018110401,C
3860_2018110401,S
3879_2018110401,S
3941_2018110401,C
4006_2018110401,I
4092_2018110401,C
4137_2018110401,C
4186_2018110401,C
4210_2018110401,I
4464_2018110401,I
4497_2018110401,I
4527_2018110401,C
4595_2018110401,C
4671_2018110401,C
4704_2018110401,I
4741_2018110401,C
4769_2018110401,I
4791_2018110401,C
4823_2018110401,I
4845_2018110401,I
4871_2018110401,C
4920_2018110401,S
51_2018110402,I
94_2018110402,I
155_2018110402,I
242_2018110402,IN
300_2018110402,C
400_2018110402,C
491_2018110402,C
558_2018110402,I
620_2018110402,I
649_2018110402,C
694_2018110402,C
739_2018110402,C
851_2018110402,C
892_2018110402,C
947_2018110402,C
972_2018110402,C
1034_2018110402,C
1106_2018110402,C
1151_2018110402,C
1234_2018110402,S
1276_2018110402,S
1500_2018110402,I
1522_2018110402,I
1544_2018110402,I
1570_2018110402,C
1594_2018110402,C
1669_2018110402,I
1702_2018110402,C
1753_2018110402,C
1777_2018110402,C
1801_2018110402,C
1825_2018110402,C
1866_2018110402,C
1923_2018110402,I
1945_2018110402,C
1969_2018110402,I
1991_2018110402,I
2068_2018110402,C
2193_2018110402,I
2215_2018110402,S
2305_2018110402,I
2367_2018110402,S
2386_2018110402,C
2435_2018110402,C
2480_2018110402,I
2502_2018110402,C
2526_2018110402,I
2569_2018110402,C
2614_2018110402,I
2668_2018110402,C
2725_2018110402,I
2758_2018110402,C
2782_2018110402,C
2823_2018110402,C
2847_2018110402,I
2989_2018110402,C
3047_2018110402,S
3097_2018110402,C
3138_2018110402,C
3162_2018110402,I
3184_2018110402,C
3300_2018110402,C
3328_2018110402,C
3352_2018110402,C
3501_2018110402,C
3552_2018110402,C
3597_2018110402,C
3621_2018110402,I
3712_2018110402,I
3757_2018110402,C
3821_2018110402,C
3862_2018110402,I
3903_2018110402,IN
54_2018110403,I
76_2018110403,C
142_2018110403,C
187_2018110403,I
230_2018110403,I
271_2018110403,I
293_2018110403,I
327_2018110403,C
351_2018110403,C
407_2018110403,C
453_2018110403,C
554_2018110403,C
603_2018110403,C
627_2018110403,I
649_2018110403,C
673_2018110403,I
716_2018110403,S
878_2018110403,S
897_2018110403,C
959_2018110403,I
1013_2018110403,C
1153_2018110403,C
1219_2018110403,C
1247_2018110403,C
1271_2018110403,C
1378_2018110403,C
1402_2018110403,C
1449_2018110403,C
1515_2018110403,C
1637_2018110403,C
1661_2018110403,C
1702_2018110403,C
1726_2018110403,I
1748_2018110403,C
1818_2018110403,C
1882_2018110403,C
1944_2018110403,C
2005_2018110403,I
2027_2018110403,C
2062_2018110403,I
2113_2018110403,C
2137_2018110403,IN
2232_2018110403,C
2256_2018110403,C
2317_2018110403,C
2341_2018110403,C
2365_2018110403,C
2421_2018110403,I
2443_2018110403,C
2467_2018110403,C
2535_2018110403,I
2599_2018110403,I
2644_2018110403,C
2786_2018110403,C
2819_2018110403,C
2873_2018110403,I
2895_2018110403,C
2919_2018110403,C
2943_2018110403,C
2967_2018110403,C
3012_2018110403,S
3048_2018110403,C
3142_2018110403,C
3217_2018110403,C
3262_2018110403,C
3286_2018110403,C
3310_2018110403,I
3395_2018110403,I
3451_2018110403,I
3473_2018110403,I
3527_2018110403,I
3549_2018110403,I
3571_2018110403,C
3612_2018110403,C
3636_2018110403,C
3702_2018110403,I
3724_2018110403,S
3794_2018110403,C
3818_2018110403,C
3842_2018110403,IN
4041_2018110403,C
51_2018110404,C
96_2018110404,I
118_2018110404,S
156_2018110404,C
180_2018110404,C
270_2018110404,I
292_2018110404,C
358_2018110404,C
491_2018110404,C
561_2018110404,C
617_2018110404,I
658_2018110404,C
724_2018110404,IN
787_2018110404,C
883_2018110404,C
1006_2018110404,S
1076_2018110404,I
1199_2018110404,I
1242_2018110404,C
1285_2018110404,C
1330_2018110404,C
1377_2018110404,C
1406_2018110404,I
1445_2018110404,C
1479_2018110404,S
1519_2018110404,C
1586_2018110404,C
1615_2018110404,I
1671_2018110404,C
1700_2018110404,C
1724_2018110404,C
1765_2018110404,I
1787_2018110404,I
1809_2018110404,C
2046_2018110404,C
2112_2018110404,I
2199_2018110404,C
2228_2018110404,C
2273_2018110404,S
2344_2018110404,I
2388_2018110404,I
2477_2018110404,S
2563_2018110404,I
2615_2018110404,C
2671_2018110404,C
2759_2018110404,S
2801_2018110404,I
2843_2018110404,I
2886_2018110404,I
2948_2018110404,IN
3006_2018110404,C
3051_2018110404,I
3073_2018110404,C
3097_2018110404,C
3168_2018110404,C
3192_2018110404,S
3215_2018110404,C
3276_2018110404,C
3300_2018110404,I
3362_2018110404,C
3386_2018110404,C
3414_2018110404,I
3436_2018110404,I
3458_2018110404,S
3477_2018110404,IN
3579_2018110404,C
3639_2018110404,C
3663_2018110404,C
3687_2018110404,I
3709_2018110404,I
3731_2018110404,I
3753_2018110404,IN
79_2018110405,C
124_2018110405,C
148_2018110405,C
172_2018110405,C
196_2018110405,C
344_2018110405,C
400_2018110405,I
439_2018110405,I
522_2018110405,I
605_2018110405,C
629_2018110405,C
679_2018110405,C
703_2018110405,C
748_2018110405,C
772_2018110405,I
887_2018110405,I
909_2018110405,S
962_2018110405,C
1033_2018110405,C
1062_2018110405,IN
1109_2018110405,C
1196_2018110405,C
1225_2018110405,I
1247_2018110405,S
1283_2018110405,S
1379_2018110405,C
1453_2018110405,C
1536_2018110405,S
1555_2018110405,I
1577_2018110405,C
1626_2018110405,C
1655_2018110405,I
1759_2018110405,C
1800_2018110405,S
1934_2018110405,S
2035_2018110405,C
2087_2018110405,C
2117_2018110405,C
2162_2018110405,I
2245_2018110405,S
2264_2018110405,C
2309_2018110405,I
2359_2018110405,C
2409_2018110405,I
2471_2018110405,C
2521_2018110405,S
2540_2018110405,S
2625_2018110405,C
2672_2018110405,C
2707_2018110405,C
2785_2018110405,C
2855_2018110405,C
2879_2018110405,C
2908_2018110405,I
3065_2018110405,C
3089_2018110405,C
3113_2018110405,C
3137_2018110405,C
3161_2018110405,C
3185_2018110405,C
3209_2018110405,S
3228_2018110405,I
3261_2018110405,C
3285_2018110405,C
3309_2018110405,C
3333_2018110405,C
3362_2018110405,C
3403_2018110405,I
3425_2018110405,S
3461_2018110405,I
116_2018110406,S
135_2018110406,C
192_2018110406,I
235_2018110406,C
259_2018110406,I
302_2018110406,C
326_2018110406,C
386_2018110406,I
469_2018110406,C
529_2018110406,I
551_2018110406,C
575_2018110406,I
626_2018110406,C
650_2018110406,I
693_2018110406,C
717_2018110406,C
741_2018110406,I
784_2018110406,C
808_2018110406,I
872_2018110406,IN
930_2018110406,C
992_2018110406,I
1014_2018110406,C
1061_2018110406,I
1111_2018110406,C
1135_2018110406,C
1159_2018110406,C
1183_2018110406,I
1226_2018110406,C
1307_2018110406,I
1329_2018110406,I
1351_2018110406,C
1396_2018110406,C
1420_2018110406,C
1512_2018110406,C
1536_2018110406,C
1592_2018110406,S
1611_2018110406,C
1652_2018110406,C
1697_2018110406,I
1730_2018110406,S
1766_2018110406,C
1807_2018110406,C
1888_2018110406,C
1964_2018110406,C
2083_2018110406,C
2107_2018110406,C
2219_2018110406,C
2279_2018110406,I
2301_2018110406,C
2330_2018110406,C
2386_2018110406,C
2426_2018110406,I
2475_2018110406,C
2543_2018110406,I
2565_2018110406,I
2636_2018110406,C
2660_2018110406,C
2684_2018110406,C
2746_2018110406,I
2768_2018110406,I
2790_2018110406,C
2814_2018110406,C
2886_2018110406,C
2914_2018110406,I
2936_2018110406,C
2991_2018110406,C
3053_2018110406,C
3110_2018110406,S
3207_2018110406,C
3231_2018110406,C
3340_2018110406,C
3375_2018110406,I
3408_2018110406,C
3465_2018110406,C
3489_2018110406,C
3547_2018110406,IN
3573_2018110406,I
3616_2018110406,C
3686_2018110406,C
3767_2018110406,C
3791_2018110406,C
3815_2018110406,I
3837_2018110406,C
3861_2018110406,C
3902_2018110406,S
3942_2018110406,C
3983_2018110406,I
4005_2018110406,I
4050_2018110406,C
4074_2018110406,I
4096_2018110406,I
4118_2018110406,C
115_2018110407,C
148_2018110407,C
214_2018110407,C
307_2018110407,I
379_2018110407,I
401_2018110407,S
456_2018110407,I
506_2018110407,C
567_2018110407,I
610_2018110407,C
679_2018110407,C
729_2018110407,C
776_2018110407,I
904_2018110407,C
1031_2018110407,C
1078_2018110407,C
1134_2018110407,C
1163_2018110407,C
1261_2018110407,I
1322_2018110407,I
1344_2018110407,C
1393_2018110407,C
1417_2018110407,C
1476_2018110407,C
1595_2018110407,C
1661_2018110407,S
1737_2018110407,C
1761_2018110407,C
1847_2018110407,C
1882_2018110407,I
1925_2018110407,C
1949_2018110407,I
1991_2018110407,C
2032_2018110407,C
2166_2018110407,C
2190_2018110407,I
2258_2018110407,I
2326_2018110407,C
2356_2018110407,C
2380_2018110407,I
2402_2018110407,I
2424_2018110407,C
2492_2018110407,C
2537_2018110407,C
2561_2018110407,I
2604_2018110407,C
2676_2018110407,C
2700_2018110407,C
2769_2018110407,S
2858_2018110407,C
